date,cv,professions,regions,industries,vacancy,invitation,response,added
20190706,data-20190706T062836-structure-20161130T143000.xml.gz,data-20190706T062836-structure-20161130T143000.xml.gz,data-20190706T062836-structure-20161130T143000.xml.gz,data-20190706T062836-structure-20161130T143000.xml.gz,data-20190706T062836-structure-20161130T143000.xml.gz,,,False
20190705,data-20190705T051647-structure-20161130T143000.xml.gz,data-20190705T051647-structure-20161130T143000.xml.gz,data-20190705T051647-structure-20161130T143000.xml.gz,data-20190705T051647-structure-20161130T143000.xml.gz,data-20190705T051647-structure-20161130T143000.xml.gz,,,False
20190704,data-20190704T051301-structure-20161130T143000.xml.gz,data-20190704T051301-structure-20161130T143000.xml.gz,data-20190704T051301-structure-20161130T143000.xml.gz,data-20190704T051301-structure-20161130T143000.xml.gz,data-20190704T051301-structure-20161130T143000.xml.gz,,,False
20190703,data-20190703T062451-structure-20161130T143000.xml.gz,data-20190703T062451-structure-20161130T143000.xml.gz,data-20190703T062451-structure-20161130T143000.xml.gz,data-20190703T062451-structure-20161130T143000.xml.gz,data-20190703T062451-structure-20161130T143000.xml.gz,,,False
20190702,data-20190702T060312-structure-20161130T143000.xml.gz,data-20190702T060312-structure-20161130T143000.xml.gz,data-20190702T060312-structure-20161130T143000.xml.gz,data-20190702T060312-structure-20161130T143000.xml.gz,data-20190702T060312-structure-20161130T143000.xml.gz,,,False
20190701,data-20190701T042008-structure-20161130T143000.xml.gz,data-20190701T042008-structure-20161130T143000.xml.gz,data-20190701T042008-structure-20161130T143000.xml.gz,data-20190701T042008-structure-20161130T143000.xml.gz,data-20190701T042008-structure-20161130T143000.xml.gz,,,False
20190630,data-20190630T040339-structure-20161130T143000.xml.gz,data-20190630T040339-structure-20161130T143000.xml.gz,data-20190630T040339-structure-20161130T143000.xml.gz,data-20190630T040339-structure-20161130T143000.xml.gz,data-20190630T040339-structure-20161130T143000.xml.gz,,,False
20190629,data-20190629T044927-structure-20161130T143000.xml.gz,data-20190629T044927-structure-20161130T143000.xml.gz,data-20190629T044927-structure-20161130T143000.xml.gz,data-20190629T044927-structure-20161130T143000.xml.gz,data-20190629T044927-structure-20161130T143000.xml.gz,,,False
20190628,data-20190628T051124-structure-20161130T143000.xml.gz,data-20190628T051124-structure-20161130T143000.xml.gz,data-20190628T051124-structure-20161130T143000.xml.gz,data-20190628T051124-structure-20161130T143000.xml.gz,data-20190628T051124-structure-20161130T143000.xml.gz,,,False
20190627,data-20190627T060101-structure-20161130T143000.xml.gz,data-20190627T060101-structure-20161130T143000.xml.gz,data-20190627T060101-structure-20161130T143000.xml.gz,data-20190627T060101-structure-20161130T143000.xml.gz,data-20190627T060101-structure-20161130T143000.xml.gz,,,False
20190626,data-20190626T054321-structure-20161130T143000.xml.gz,data-20190626T054321-structure-20161130T143000.xml.gz,data-20190626T054321-structure-20161130T143000.xml.gz,data-20190626T054321-structure-20161130T143000.xml.gz,data-20190626T054321-structure-20161130T143000.xml.gz,,,False
20190625,data-20190625T050909-structure-20161130T143000.xml.gz,data-20190625T050909-structure-20161130T143000.xml.gz,data-20190625T050909-structure-20161130T143000.xml.gz,data-20190625T050909-structure-20161130T143000.xml.gz,data-20190625T050909-structure-20161130T143000.xml.gz,,,False
20190624,data-20190624T035952-structure-20161130T143000.xml.gz,data-20190624T035952-structure-20161130T143000.xml.gz,data-20190624T035952-structure-20161130T143000.xml.gz,data-20190624T035952-structure-20161130T143000.xml.gz,data-20190624T035952-structure-20161130T143000.xml.gz,,,False
20190623,data-20190623T041232-structure-20161130T143000.xml.gz,data-20190623T041232-structure-20161130T143000.xml.gz,data-20190623T041232-structure-20161130T143000.xml.gz,data-20190623T041232-structure-20161130T143000.xml.gz,data-20190623T041232-structure-20161130T143000.xml.gz,,,False
20190622,data-20190622T051234-structure-20161130T143000.xml.gz,data-20190622T051234-structure-20161130T143000.xml.gz,data-20190622T051234-structure-20161130T143000.xml.gz,data-20190622T051234-structure-20161130T143000.xml.gz,data-20190622T051234-structure-20161130T143000.xml.gz,,,False
20190621,data-20190621T042241-structure-20161130T143000.xml.gz,data-20190621T042241-structure-20161130T143000.xml.gz,data-20190621T042241-structure-20161130T143000.xml.gz,data-20190621T042241-structure-20161130T143000.xml.gz,data-20190621T042241-structure-20161130T143000.xml.gz,,,False
20190620,data-20190620T042136-structure-20161130T143000.xml.gz,data-20190620T042136-structure-20161130T143000.xml.gz,data-20190620T042136-structure-20161130T143000.xml.gz,data-20190620T042136-structure-20161130T143000.xml.gz,data-20190620T042136-structure-20161130T143000.xml.gz,,,False
20190619,data-20190619T045246-structure-20161130T143000.xml.gz,data-20190619T045246-structure-20161130T143000.xml.gz,data-20190619T045246-structure-20161130T143000.xml.gz,data-20190619T045246-structure-20161130T143000.xml.gz,data-20190619T045246-structure-20161130T143000.xml.gz,,,False
20190618,data-20190618T043453-structure-20161130T143000.xml.gz,data-20190618T043453-structure-20161130T143000.xml.gz,data-20190618T043453-structure-20161130T143000.xml.gz,data-20190618T043453-structure-20161130T143000.xml.gz,data-20190618T043453-structure-20161130T143000.xml.gz,,,False
20190617,data-20190617T040217-structure-20161130T143000.xml.gz,data-20190617T040217-structure-20161130T143000.xml.gz,data-20190617T040217-structure-20161130T143000.xml.gz,data-20190617T040217-structure-20161130T143000.xml.gz,data-20190617T040217-structure-20161130T143000.xml.gz,,,False
20190616,data-20190616T040231-structure-20161130T143000.xml.gz,data-20190616T040231-structure-20161130T143000.xml.gz,data-20190616T040231-structure-20161130T143000.xml.gz,data-20190616T040231-structure-20161130T143000.xml.gz,data-20190616T040231-structure-20161130T143000.xml.gz,,,False
20190615,data-20190615T041044-structure-20161130T143000.xml.gz,data-20190615T041044-structure-20161130T143000.xml.gz,data-20190615T041044-structure-20161130T143000.xml.gz,data-20190615T041044-structure-20161130T143000.xml.gz,data-20190615T041044-structure-20161130T143000.xml.gz,,,False
20190614,data-20190614T050840-structure-20161130T143000.xml.gz,data-20190614T050840-structure-20161130T143000.xml.gz,data-20190614T050840-structure-20161130T143000.xml.gz,data-20190614T050840-structure-20161130T143000.xml.gz,data-20190614T050840-structure-20161130T143000.xml.gz,,,False
20190613,data-20190613T041657-structure-20161130T143000.xml.gz,data-20190613T041657-structure-20161130T143000.xml.gz,data-20190613T041657-structure-20161130T143000.xml.gz,data-20190613T041657-structure-20161130T143000.xml.gz,data-20190613T041657-structure-20161130T143000.xml.gz,,,False
20190612,data-20190612T045859-structure-20161130T143000.xml.gz,data-20190612T045859-structure-20161130T143000.xml.gz,data-20190612T045859-structure-20161130T143000.xml.gz,data-20190612T045859-structure-20161130T143000.xml.gz,data-20190612T045859-structure-20161130T143000.xml.gz,,,False
20190611,data-20190611T042622-structure-20161130T143000.xml.gz,data-20190611T042622-structure-20161130T143000.xml.gz,data-20190611T042622-structure-20161130T143000.xml.gz,data-20190611T042622-structure-20161130T143000.xml.gz,data-20190611T042622-structure-20161130T143000.xml.gz,,,False
20190610,data-20190610T040330-structure-20161130T143000.xml.gz,data-20190610T040330-structure-20161130T143000.xml.gz,data-20190610T040330-structure-20161130T143000.xml.gz,data-20190610T040330-structure-20161130T143000.xml.gz,data-20190610T040330-structure-20161130T143000.xml.gz,,,False
20190609,data-20190609T042006-structure-20161130T143000.xml.gz,data-20190609T042006-structure-20161130T143000.xml.gz,data-20190609T042006-structure-20161130T143000.xml.gz,data-20190609T042006-structure-20161130T143000.xml.gz,data-20190609T042006-structure-20161130T143000.xml.gz,,,False
20190608,data-20190608T041244-structure-20161130T143000.xml.gz,data-20190608T041244-structure-20161130T143000.xml.gz,data-20190608T041244-structure-20161130T143000.xml.gz,data-20190608T041244-structure-20161130T143000.xml.gz,data-20190608T041244-structure-20161130T143000.xml.gz,,,False
20190607,data-20190607T035714-structure-20161130T143000.xml.gz,data-20190607T035714-structure-20161130T143000.xml.gz,data-20190607T035714-structure-20161130T143000.xml.gz,data-20190607T035714-structure-20161130T143000.xml.gz,data-20190607T035714-structure-20161130T143000.xml.gz,,,False
20190606,data-20190606T040524-structure-20161130T143000.xml.gz,data-20190606T040524-structure-20161130T143000.xml.gz,data-20190606T040524-structure-20161130T143000.xml.gz,data-20190606T040524-structure-20161130T143000.xml.gz,data-20190606T040524-structure-20161130T143000.xml.gz,,,False
20190605,data-20190605T041129-structure-20161130T143000.xml.gz,data-20190605T041129-structure-20161130T143000.xml.gz,data-20190605T041129-structure-20161130T143000.xml.gz,data-20190605T041129-structure-20161130T143000.xml.gz,data-20190605T041129-structure-20161130T143000.xml.gz,,,False
20190604,data-20190604T041958-structure-20161130T143000.xml.gz,data-20190604T041958-structure-20161130T143000.xml.gz,data-20190604T041958-structure-20161130T143000.xml.gz,data-20190604T041958-structure-20161130T143000.xml.gz,data-20190604T041958-structure-20161130T143000.xml.gz,,,False
20190603,data-20190603T035805-structure-20161130T143000.xml.gz,data-20190603T035805-structure-20161130T143000.xml.gz,data-20190603T035805-structure-20161130T143000.xml.gz,data-20190603T035805-structure-20161130T143000.xml.gz,data-20190603T035805-structure-20161130T143000.xml.gz,,,False
20190602,data-20190602T035601-structure-20161130T143000.xml.gz,data-20190602T035601-structure-20161130T143000.xml.gz,data-20190602T035601-structure-20161130T143000.xml.gz,data-20190602T035601-structure-20161130T143000.xml.gz,data-20190602T035601-structure-20161130T143000.xml.gz,,,False
20190601,data-20190601T044432-structure-20161130T143000.xml.gz,data-20190601T044432-structure-20161130T143000.xml.gz,data-20190601T044432-structure-20161130T143000.xml.gz,data-20190601T044432-structure-20161130T143000.xml.gz,data-20190601T044432-structure-20161130T143000.xml.gz,,,False
20190531,data-20190531T035310-structure-20161130T143000.xml.gz,data-20190531T035310-structure-20161130T143000.xml.gz,data-20190531T035310-structure-20161130T143000.xml.gz,data-20190531T035310-structure-20161130T143000.xml.gz,data-20190531T035310-structure-20161130T143000.xml.gz,,,False
20190530,data-20190530T034146-structure-20161130T143000.xml.gz,data-20190530T034146-structure-20161130T143000.xml.gz,data-20190530T034146-structure-20161130T143000.xml.gz,data-20190530T034146-structure-20161130T143000.xml.gz,data-20190530T034146-structure-20161130T143000.xml.gz,,,False
20190529,data-20190529T034021-structure-20161130T143000.xml.gz,data-20190529T034021-structure-20161130T143000.xml.gz,data-20190529T034021-structure-20161130T143000.xml.gz,data-20190529T034021-structure-20161130T143000.xml.gz,data-20190529T034021-structure-20161130T143000.xml.gz,,,False
20190528,data-20190528T034540-structure-20161130T143000.xml.gz,data-20190528T034540-structure-20161130T143000.xml.gz,data-20190528T034540-structure-20161130T143000.xml.gz,data-20190528T034540-structure-20161130T143000.xml.gz,data-20190528T034540-structure-20161130T143000.xml.gz,,,False
20190527,data-20190527T032429-structure-20161130T143000.xml.gz,data-20190527T032429-structure-20161130T143000.xml.gz,data-20190527T032429-structure-20161130T143000.xml.gz,data-20190527T032429-structure-20161130T143000.xml.gz,data-20190527T032429-structure-20161130T143000.xml.gz,,,False
20190526,data-20190526T034545-structure-20161130T143000.xml.gz,data-20190526T034545-structure-20161130T143000.xml.gz,data-20190526T034545-structure-20161130T143000.xml.gz,data-20190526T034545-structure-20161130T143000.xml.gz,data-20190526T034545-structure-20161130T143000.xml.gz,,,False
20190525,data-20190525T035621-structure-20161130T143000.xml.gz,data-20190525T035621-structure-20161130T143000.xml.gz,data-20190525T035621-structure-20161130T143000.xml.gz,data-20190525T035621-structure-20161130T143000.xml.gz,data-20190525T035621-structure-20161130T143000.xml.gz,,,False
20190524,data-20190524T043729-structure-20161130T143000.xml.gz,data-20190524T043729-structure-20161130T143000.xml.gz,data-20190524T043729-structure-20161130T143000.xml.gz,data-20190524T043729-structure-20161130T143000.xml.gz,data-20190524T043729-structure-20161130T143000.xml.gz,,,False
20190523,data-20190523T070947-structure-20161130T143000.xml.gz,data-20190523T070947-structure-20161130T143000.xml.gz,data-20190523T070947-structure-20161130T143000.xml.gz,data-20190523T070947-structure-20161130T143000.xml.gz,data-20190523T070947-structure-20161130T143000.xml.gz,,,False
20190522,data-20190522T041717-structure-20161130T143000.xml.gz,data-20190522T041717-structure-20161130T143000.xml.gz,data-20190522T041717-structure-20161130T143000.xml.gz,data-20190522T041717-structure-20161130T143000.xml.gz,data-20190522T041717-structure-20161130T143000.xml.gz,,,False
20190521,data-20190521T041553-structure-20161130T143000.xml.gz,data-20190521T041553-structure-20161130T143000.xml.gz,data-20190521T041553-structure-20161130T143000.xml.gz,data-20190521T041553-structure-20161130T143000.xml.gz,data-20190521T041553-structure-20161130T143000.xml.gz,,,False
20190520,data-20190520T042205-structure-20161130T143000.xml.gz,data-20190520T042205-structure-20161130T143000.xml.gz,data-20190520T042205-structure-20161130T143000.xml.gz,data-20190520T042205-structure-20161130T143000.xml.gz,data-20190520T042205-structure-20161130T143000.xml.gz,,,False
20190519,data-20190519T040541-structure-20161130T143000.xml.gz,data-20190519T040541-structure-20161130T143000.xml.gz,data-20190519T040541-structure-20161130T143000.xml.gz,data-20190519T040541-structure-20161130T143000.xml.gz,data-20190519T040541-structure-20161130T143000.xml.gz,,,False
20190518,data-20190518T043114-structure-20161130T143000.xml.gz,data-20190518T043114-structure-20161130T143000.xml.gz,data-20190518T043114-structure-20161130T143000.xml.gz,data-20190518T043114-structure-20161130T143000.xml.gz,data-20190518T043114-structure-20161130T143000.xml.gz,,,False
20190517,data-20190517T041229-structure-20161130T143000.xml.gz,data-20190517T041229-structure-20161130T143000.xml.gz,data-20190517T041229-structure-20161130T143000.xml.gz,data-20190517T041229-structure-20161130T143000.xml.gz,data-20190517T041229-structure-20161130T143000.xml.gz,,,False
20190516,data-20190516T034830-structure-20161130T143000.xml.gz,data-20190516T034830-structure-20161130T143000.xml.gz,data-20190516T034830-structure-20161130T143000.xml.gz,data-20190516T034830-structure-20161130T143000.xml.gz,data-20190516T034830-structure-20161130T143000.xml.gz,,,False
